Symbol,Description,Moving Averages Rating 1 day,Technical Rating 1 day,Analyst Rating,Price,Price - Currency,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency",Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Industry,Exchange,"Dividend payout ratio %, Trailing 12 months","Dividends per share, Quarterly","Dividends per share, Quarterly - Currency",Price to earnings ratio,"EPS diluted growth %, TTM YoY","EPS diluted growth %, Quarterly YoY","Gross profit growth %, TTM YoY","Gross profit growth %, Quarterly YoY","Total debt growth %, Annual YoY","Total debt growth %, Quarterly YoY","Debt to equity ratio, Quarterly","Return on invested capital %, Trailing 12 months","Total debt to capital, Annual",Momentum (10) 1 week,"Revenue growth %, TTM YoY","Revenue growth %, Quarterly YoY",Analyst Rating,Target price 1 year,Target price 1 year - Currency,Target price performance % 1 year
STBA,"S&T Bancorp, Inc.",Buy,Buy,Neutral,39.9,USD,3.4073,USD,77387,1526563318.4272704,USD,11.710151733043757,-9.107157147811233,3.27344,Finance,Regional banks,NASDAQ,39.03383911014586,0.34,USD,11.710151733043757,-9.107157147811233,-11.1422056384743,,,-54.68125668744489,-54.68125668744489,0.181348321444562,9.18447890032287,0.153509611138913,-2.530000000000001,5.356220165756677,-3.820862462795044,Neutral,42.75,USD,7.14285714285714
LC,LendingClub Corporation,Strong sell,Sell,Strong buy,13.46,USD,0.4548,USD,1126893,1526147493.0231256,USD,29.595426561125773,26.40355753196219,0,Finance,Major banks,NYSE,0,0,USD,29.595426561125773,26.40355753196219,-9.632034632034623,-7.236818726261374,-2.493709837200943,-50.19135662233717,-50.19135662233717,0.0212427081136234,3.85693788586755,0.020800841900611097,-3.099999999999998,3.628286170024222,7.60352784978188,Strong buy,18.055556,USD,34.1423179791976
MNKD,MannKind Corporation,Strong sell,Sell,Strong buy,5.525,USD,0.0703,USD,696043,1523671742.363884,USD,78.59174964438122,,0,Health technology,Pharmaceuticals: major,NASDAQ,0,0,USD,78.59174964438122,,534.3749999999999,66.03295858141564,40.69569447822914,-1.539558860638895,-9.444941224930329,,19.2150748396294,2.80725492067454,-1.0149999999999997,51.34608522279933,36.73150839950832,Strong buy,10,USD,80.99547511312215
SABR,Sabre Corporation,Strong buy,Strong buy,Neutral,3.945,USD,-0.7872,USD,7969105,1522194092.8407078,USD,,56.83737251891654,0,Technology services,Packaged software,NASDAQ,0,0,USD,,56.83737251891654,73.46041055718476,2.9035094320920574,-7.108914484665312,1.6598702100937068,4.446552384334462,,-8.92261916306013,1.39474336602205,0.04499999999999993,5.260769798279301,3.2753919517705863,Neutral,4.4,USD,11.533586818757936
CLDX,"Celldex Therapeutics, Inc.",Strong sell,Sell,Strong buy,22.92,USD,-2.5679,USD,115633,1520609716.3002172,USD,,2.690514987305323,0,Health technology,Biotechnology,NASDAQ,0,0,USD,,2.690514987305323,21.516798418972336,375.3291753291753,220.66666666666666,-36.969997520456246,8.468025298664793,0.00392795566894217,-29.7552214594015,0.00588817107661803,-2.4899999999999984,128.54524627720505,110.34937376400791,Strong buy,65,USD,183.59511343804536
FORTY,Formula Systems (1985) Ltd.,Strong buy,Buy,,99.43,USD,4.8234,USD,137,1519606747.7216399,USD,20.614089646307583,17.072815533980588,0.886889,Technology services,Information technology services,NASDAQ,18.00410393937547,0,USD,20.614089646307583,17.072815533980588,51,2.6411272268009722,8.320542298126139,-13.230045172921113,-2.5539378248041276,1.02519660227636,7.26529029719319,0.517066164718376,10.13000000000001,3.5114607174767145,6.885967390457807,,,,
LZ,"LegalZoom.com, Inc.",Buy,Neutral,Neutral,8.7905,USD,,,1214631,1519193621.9494476,USD,,,0,Commercial services,Miscellaneous commercial services,NASDAQ,,0,USD,,,,,,,,,,,0.7204999999999995,3.2007167862067085,1.914119864114507,Neutral,8.742857,USD,-0.5419828223650391
AGL,"agilon health, inc.",Strong buy,Buy,Neutral,3.68,USD,-0.8222,USD,3843410,1516225669.9607844,USD,,-277.5022956841139,0,Health services,Medical/Nursing services,NYSE,0,0,USD,,-277.5022956841139,-265.0322580645161,-147.72848161701086,-379.6717924265889,-6.626086646079149,-15.173413196792582,0.0763683045965015,-40.4429168162216,0.0732467219679954,1.44,33.490978570540534,19.353437638813485,Neutral,2.884375,USD,-21.620244565217394
NAVI,Navient Corporation,Buy,Buy,Neutral,14.115,USD,1.1633,USD,243041,1515435485.5915897,USD,12.133585489555575,-34.93847874720358,4.56165,Finance,Finance/Rental/Leasing,NASDAQ,55.0159030344709,0.16,USD,12.133585489555575,-34.93847874720358,,-16.95945945945946,-34.65765004226542,-16.15534115360589,-16.15534115360589,18.2953426732298,0.268753782555623,0.948174022253184,-0.7050000000000001,-15.611133521581284,-29.253271747498076,Neutral,14.05,USD,-0.46050301098121693
ATEC,"Alphatec Holdings, Inc.",Sell,Sell,Strong buy,10.68,USD,-1.2721,USD,426711,1514080782.5635357,USD,,15.654422490385889,0,Health technology,Medical specialties,NASDAQ,0,0,USD,,15.654422490385889,20.729256388171112,39.17468103874868,25.69446571314813,36.834965632049474,4.812394858401569,25.3520075536172,-32.7005047492019,0.8419034563365131,1.0600000000000005,27.20861947956183,27.4449950110771,Strong buy,17.458333,USD,63.46753745318352
NHC,National HealthCare Corporation,Strong sell,Sell,,98.01,USD,7.9816,USD,36091,1513379334.6406898,USD,12.27949283351709,173.57669237360753,2.39937,Health services,Hospital/Nursing management,AMEX,30.06915906585146,0.61,USD,12.27949283351709,173.57669237360753,302.87653046172005,14.360484753502572,20.574968697042685,-25.845667640706388,127.89889322147387,0.23533556760362298,11.659092679146,0.09318767157051071,-23.429999999999993,11.236078269475678,17.828483780294317,,,,
HDL,SUPER HI INTERNATIONAL HOLDING LTD.,Sell,Sell,Buy,22.9659,USD,,,26840,1512851099.4740303,USD,,,0,Consumer services,Restaurants,NASDAQ,,0,USD,,,,,417.0742556994238,-16.24210033162199,-9.609359481629925,0.548717848726762,,0.42903108136620904,-3.5340999999999987,,84.11758206312044,Buy,22.30323,USD,-2.885451909134862
DXPE,"DXP Enterprises, Inc.",Sell,Sell,Strong buy,96.38,USD,3.8781,USD,188518,1512672819.2974446,USD,24.85237616358526,17.255245812420632,0,Distribution services,Wholesale distributors,NASDAQ,0,0,USD,24.85237616358526,17.255245812420632,36.689951638903814,7.47538048343778,16.36482375240917,24.590438405751026,24.382794218559575,1.4280459678702102,7.3919179412217,0.606836204031158,16.78,3.5950152903922934,12.805278009011351,Strong buy,75,USD,-22.183025523967626
DMLP,"Dorchester Minerals, L.P.",Sell,Sell,,31.935,USD,2.7838,USD,82229,1511795022.6343305,USD,11.471729290897335,4.540162980209537,10.7574,Miscellaneous,Investment trusts/Mutual funds,NASDAQ,119.86812989438897,0.702058,USD,11.471729290897335,4.540162980209537,19.34515688949523,8.89611450887289,21.806515607079742,-17.628607277289838,-19.95661605206074,0.0027868055957646597,38.1067632029304,0.00703052629888036,-0.8850000000000016,13.113494414270047,25.53880828285674,,,,
BHE,"Benchmark Electronics, Inc.",Strong sell,Sell,Buy,41.8,USD,1.7298,USD,97356,1504671182.2295234,USD,24.164643311365474,-3.718134253590113,1.5724,Electronic technology,Electronic production equipment,NYSE,38.73280147993988,0.17,USD,24.164643311365474,-3.718134253590113,2.41704219582138,14.73676576676298,-1.8424855491330958,-22.058498003524694,-22.058498003524694,0.328920079079289,4.21911242538503,0.247509300414193,-6.530000000000001,-6.4414422665073605,-4.985434379492995,Buy,49.5,USD,18.42105263157896
AMPH,"Amphastar Pharmaceuticals, Inc.",Strong sell,Sell,Buy,31.285,USD,3.0054,USD,246405,1504227566.3189683,USD,10.409596060424569,17.32968963497949,0,Health technology,Pharmaceuticals: major,NASDAQ,0,0,USD,10.409596060424569,17.32968963497949,-14.592462751971954,16.468825522604668,-6.878651452086341,507.9448636212981,-6.350242432983376,0.865558667432573,12.055445786724,0.493753676578286,-10.955000000000002,20.32818182876472,5.902877777531625,Buy,44.4,USD,41.92104842576314
ESRT,"Empire State Realty Trust, Inc.",Strong sell,Strong sell,Neutral,8.89,USD,0.2586,USD,2152790,1502483277,USD,34.37741686001547,-14.399205561072487,1.55383,Finance,Real estate investment trusts,NYSE,,,,34.37741686001547,-14.399205561072487,-25.451263537906126,8.687127631797575,6.841661395741092,10.328142319142701,10.328142319142701,,,,-2.34,3.8334333912046428,2.4470920044379465,Neutral,11.75,USD,32.17097862767153
PEB,Pebblebrook Hotel Trust,Strong sell,Strong sell,Neutral,12.33,USD,-0.301,USD,800947,1498561965,USD,,67.71771771771772,0.319489,Finance,Real estate investment trusts,NYSE,-13.2890365448505,0.01,USD,,67.71771771771772,,29.55966054644198,9.665129336274312,-2.4206341270981078,-5.803899050651918,0.9346755324580189,0.0653450976703908,0.49268612553921004,-2.16,3.1541117649862995,2.2059176501203894,Neutral,14.25,USD,15.571776155717764
MMI,"Marcus & Millichap, Inc.",Strong buy,Buy,Strong sell,38.56,USD,-0.3211,USD,43462,1497042040.7811449,USD,,63.53622530093119,1.295,Finance,Real estate development,NYSE,-155.71473061351605,0.25,USD,,63.53622530093119,,9.902284460791916,44.38357593780978,-4.011716034327525,-4.011716034327525,0.133513945385198,-1.75198412698413,0.117787651337476,-1.519999999999996,7.761403378400346,44.41390013414099,Strong sell,30,USD,-22.199170124481338
WTTR,"Select Water Solutions, Inc.",Strong sell,Sell,Strong buy,12.5,USD,0.3003,USD,483788,1491372158.9116719,USD,41.625041625041625,-58.42447736397619,1.97161,Utilities,Water utilities,NYSE,83.25008325008325,0.07,USD,41.625041625041625,-58.42447736397619,-106.03256846780162,-5.8085497807189626,-19.732855453739283,147.90736763469977,147.90736763469977,0.167282488154048,3.56233209295729,0.14330934444034202,-1.2599999999999998,-8.406834313872052,-6.88603745398282,Strong buy,17.8,USD,42.40000000000001
SASR,"Sandy Spring Bancorp, Inc.",Strong sell,Sell,Neutral,32.99,USD,0.4445,USD,87059,1489546578.804907,USD,74.21822272215974,-83.7119824111396,4.0201,Finance,Regional banks,NASDAQ,305.9617547806524,0.34,USD,74.21822272215974,-83.7119824111396,-250.20718232044197,,,-48.633484957507775,-48.633484957507775,0.443071968041304,0.833344152539924,0.307033867924612,-3.6299999999999955,6.668303524542933,5.772988758124012,Neutral,37,USD,12.155198545013635
IMCR,Immunocore Holdings plc,Strong sell,Sell,Buy,29.875,USD,-0.9568,USD,37749,1489262730,USD,,29.293526455808454,0,Health technology,Biotechnology,NASDAQ,0,0,USD,,29.293526455808454,275.5056179775281,29.654420278483656,26.012746194150843,0.8006053774982915,459.67772862345055,1.27323616364103,-7.55018906991933,0.185552304719848,0.9649999999999999,26.480819532325672,24.42565611121639,Buy,64.529913,USD,115.99970878661088
LNN,Lindsay Corporation,Strong buy,Buy,Neutral,136.86,USD,6.2265,USD,11520,1487300613.952656,USD,21.98024572392195,-0.47154731457801347,1.02483,Producer manufacturing,Trucks/Construction/Farm machinery,NYSE,22.805749618565805,0.36,USD,21.98024572392195,-0.47154731457801347,15.911935792651494,-8.949023344449738,0.12223224125839094,-1.2644463547062237,-2.153372885080202,0.273492759883634,11.2322520417388,0.218414735428968,6.200000000000017,-7.1723372208899665,3.050979808872197,Neutral,138,USD,0.8329679964927506
LOB,"Live Oak Bancshares, Inc.",Strong sell,Strong sell,Neutral,32.865,USD,1.6946,USD,92301,1485149832.3546026,USD,19.393957276053346,3.5882388899077085,0.358637,Finance,Regional banks,NYSE,7.0813171249852465,0.03,USD,19.393957276053346,3.5882388899077085,-39.8822869955157,,,325.1903218512098,325.1903218512098,0.112929541655406,7.59425426842298,0.10147052210280201,-11.324999999999996,16.48443572565422,13.144370250978588,Neutral,41,USD,24.752776509964992
LADR,Ladder Capital Corp,Strong buy,Strong buy,Strong buy,11.655,USD,0.8604,USD,126661,1482061578,USD,13.546025104602508,6.2484564089898855,7.89022,Finance,Real estate investment trusts,NYSE,106.92701069270107,0.23,USD,13.546025104602508,6.2484564089898855,62.093628088426534,-6.913617813417342,-0.9377249469854672,-17.147103689375896,-17.147103689375896,2.05434356331798,2.32387379704835,0.672597407832639,-0.1850000000000005,-5.091127235331097,-0.6151928014239663,Strong buy,13.375,USD,14.757614757614768
RLJ,RLJ Lodging Trust,Strong sell,Sell,Neutral,9.565,USD,0.2894,USD,557336,1479165398,USD,33.0511402902557,-7.303010890454834,5.20833,Finance,Real estate investment trusts,NYSE,155.49412577747063,0.15,USD,33.0511402902557,-7.303010890454834,43.818466353677614,-1.902578086266733,7.92008779774002,0.37698671915324694,-0.052445736614689674,1.01586089298709,1.51259112916095,0.500694837943792,-0.7949999999999999,3.906472180175221,3.390489405094406,Neutral,11.34375,USD,18.596445373758506
GABC,"German American Bancorp, Inc.",Strong sell,Sell,Buy,39.505,USD,2.8259,USD,39196,1478162373.3267834,USD,13.9796171131321,-2.749673067657798,2.70338,Finance,Regional banks,NASDAQ,38.217912877313424,0.27,USD,13.9796171131321,-2.749673067657798,7.5495049504950575,,,5.448277246404448,5.448277246404448,0.29386197377308704,9.88752936818368,0.227120032684896,-4.914999999999999,11.595371643869063,9.724928297411447,Buy,48.166667,USD,21.92549550689784
ELME,Elme Communities,Strong buy,Buy,Neutral,17.025,USD,-0.1523,USD,524591,1474490595,USD,,74.89284536762281,4.29851,Finance,Real estate investment trusts,NYSE,-472.75114904793173,0.18,USD,,74.89284536762281,2.785515320334264,-5.0663426297944065,3.1685265129917735,2.8863096070479655,2.8863096070479655,0.6461036590044159,-0.725093417410155,0.392504843464832,0.6849999999999987,6.153279130888812,4.098416366478625,Neutral,17.666667,USD,3.7689691629956057
XHR,"Xenia Hotels & Resorts, Inc.",Strong sell,Sell,Buy,14.44,USD,0.2325,USD,320215,1473289277,USD,62.107526881720425,-43.320331545587514,3.31721,Finance,Real estate investment trusts,NYSE,197.8494623655914,0.12,USD,62.107526881720425,-43.320331545587514,12.079701120797012,-11.931830180842901,-12.595159640949893,-2.433552128961286,-0.019946484007800348,1.11940791401433,0.884454424729964,0.522689754181851,-1.4100000000000001,-0.44686844332131637,2.060993690307899,Buy,16.5,USD,14.265927977839343
WS,"Worthington Steel, Inc.",Strong sell,Sell,Buy,29.0051,USD,2.9057,USD,96515,1472116226.9705625,USD,9.982138555253467,14.442693974005504,2.20918,Non-energy minerals,Steel,NYSE,22.025673675878448,0.16,USD,9.982138555253467,14.442693974005504,,7.474352711284807,36.73805601317957,123.00796812749005,-30.689399555226093,0.185001978630788,13.127660548359,0.18516374462454502,-13.114899999999999,-2.6254254846825513,-8.53960396039604,Buy,41,USD,41.3544514585366
EPC,Edgewell Personal Care Company,Strong sell,Sell,Buy,30.52,USD,1.8284,USD,169797,1471938953.464,USD,16.69218989280245,-10.76622742801366,2,Consumer non-durables,Household/Personal care,NYSE,32.81557646029315,0.15,USD,16.69218989280245,-10.76622742801366,-145.36842105263156,0.2533783783783784,-3.0854830551340413,-4.2883778744561845,-0.5892312902133424,0.977881412391739,3.08769803188713,0.466650954513316,-4.849999999999998,-1.2415250506295676,-2.1476784618531397,Buy,36.125,USD,18.365006553079954
ATSG,"Air Transport Services Group, Inc",Strong buy,Buy,Neutral,22.31,USD,-0.0392,USD,90843,1470069695.4050179,USD,,-102.65816776293484,0,Transportation,Air freight/Couriers,NASDAQ,0,0,USD,,-102.65816776293484,-121.12211221122114,-47.96760384714921,-52.89810992830753,18.02969837285648,-7.27646313482415,1.10647653413375,-0.0932362271685878,0.570420141481497,0.41000000000000014,-5.960713046512119,-9.917860904504929,Neutral,22.5,USD,0.8516360376512822
TCBK,TriCo Bancshares,Buy,Buy,Buy,44.515,USD,3.4571,USD,40977,1469234494.2747045,USD,12.876399294206127,-1.7590224495595357,2.94446,Finance,Regional banks,NASDAQ,38.18229151601053,0.33,USD,12.876399294206127,-1.7590224495595357,11.985162445638256,,,-71.62014956519,-71.62014956519,0.177112589247174,8.44483523205138,0.15046359274812202,-3.5249999999999986,6.51387213510252,1.954824528158872,Buy,50.333333,USD,13.070499831517468
PRAX,"Praxis Precision Medicines, Inc.",Neutral,Neutral,Strong buy,78.82,USD,-10.2957,USD,171416,1469029642.2841637,USD,,69.41338292613366,0,Health technology,Pharmaceuticals: major,NASDAQ,0,0,USD,,69.41338292613366,-0.8770964072076133,71.20115774240232,42.857142857142854,-28.714285714285715,-39.7677793904209,0.00433798665154469,-64.0559553273569,0.034574025830053805,8.639999999999986,-16.925465838509314,-35.47008547008547,Strong buy,160.454545,USD,103.57085130677493
SONO,"Sonos, Inc.",Strong sell,Sell,Neutral,12.315,USD,-0.5688,USD,1871423,1466503017.5971107,USD,,-1802.3411371237457,0,Consumer durables,Electronics/Appliances,NASDAQ,0,0,USD,,-1802.3411371237457,-36.93439799592924,-9.250791417516707,-14.600660112707347,14.311429538933135,2.8800974999599096,0.136754013305565,-11.6611795309515,0.130163020868213,-2.255000000000001,-8.743094052502437,-10.11831239628697,Neutral,16.75,USD,36.0129922858303
ENFN,"Enfusion, Inc.",Strong buy,Strong buy,Neutral,11.365,USD,0.0262,USD,2981981,1465724062.1784103,USD,433.77862595419845,-41.90687361419069,0,Technology services,Packaged software,NYSE,0,0,USD,433.77862595419845,-41.90687361419069,-23.076923076923084,15.72232082152349,16.67001675041876,120.87566175418513,28.102831504274555,0.302160948471891,4.51534405840206,0.223391169703197,0.7149999999999999,15.7760165157861,15.350452014338211,Neutral,11.0625,USD,-2.6616805983281977
FDP,"Fresh Del Monte Produce, Inc.",Strong sell,Sell,Strong buy,30.54,USD,0.316,USD,96604,1464144377.1375122,USD,96.64556962025316,-86.5771812080537,3.28192,Process industries,Agricultural commodities/Milling,NYSE,300.63291139240505,0.25,USD,96.64556962025316,-86.5771812080537,403.8505747126438,-5.447577333698577,28.435374149660003,-18.866133188661333,-26.053767009624956,0.22378465247087198,0.61907059012703,0.239807576668671,-3.450000000000003,-1.5117994100294876,1.8062069653727173,Strong buy,39,USD,27.701375245579563
NYAX,Nayax Ltd.,Strong buy,Buy,Buy,40.03,USD,-0.309704486,USD,4240,1459714570.882643,USD,,45.7148960504045,0,Technology services,Packaged software,NASDAQ,0,0,USD,,45.7148960504045,,68.8155388040406,66.57422486177967,128.19553132009597,65.4106355645879,0.35394111595551897,-7.34214459890718,0.38440673487504595,12.77,40.334413725552935,39.73878800637469,Buy,34.595687,USD,-13.575600799400455
PX,"P10, Inc.",Sell,Sell,Buy,13.04,USD,0.1609,USD,260297,1455560683.232752,USD,81.04412678682411,,1.04246,Finance,Investment managers,NYSE,85.45680546923556,0.035,USD,81.04412678682411,,,,,,,,,,-0.21000000000000085,22.62817808003839,34.7773003313936,Buy,15.571429,USD,19.412799079754617
VECO,Veeco Instruments Inc.,Sell,Sell,Buy,25.12,USD,1.2297,USD,252580,1455348458.102894,USD,20.427746604862975,,0,Electronic technology,Electronic production equipment,NASDAQ,0,0,USD,20.427746604862975,,-29.27840752004423,7.391378231897577,-5.392515549051377,1.2167667756324578,1.2167667756324578,0.407739014232521,7.40078929951389,0.289641055700097,-2.5599999999999987,7.632552311928395,4.71872772015363,Buy,29.571429,USD,17.720656847133753
KARO,Karooooo Ltd.,Buy,Buy,Buy,46.965,USD,1.5544,USD,32593,1450589210.5448468,USD,30.214230571281526,31.383653114698667,2.22176,Technology services,Packaged software,NASDAQ,54.68347915594441,,,30.214230571281526,31.383653114698667,28.923900118906065,19.064052887984516,25.18452669438973,40.78162129561335,142.95714262170895,0.197744195587983,28.5223091025382,0.0823822110319567,-0.32499999999999574,10.067891777364855,14.294206853040206,Buy,51.74077635,USD,10.168798786330235
VRE,"Veris Residential, Inc.",Strong sell,Sell,Buy,15.595,USD,-0.6635,USD,77348,1450191501,USD,,19.64393847644423,1.68161,Finance,Real estate investment trusts,NYSE,-35.41823662396383,0.07,USD,,19.64393847644423,82.59345794392523,24.899712036220183,42.35682959384733,-2.4096518203339445,-12.273291071612684,1.51239112987929,-0.459500937368951,0.620679581929126,-1.9049999999999994,-5.9422918271754765,-4.626339498055454,Buy,18.75,USD,20.230843218980432
ARR,"ARMOUR Residential REIT, Inc.",Neutral,Neutral,Neutral,18.91,USD,-0.4371,USD,1749819,1448827046,USD,,76.82765201717649,15.1899,Finance,Real estate investment trusts,NYSE,-658.8881262868908,0.72,USD,,76.82765201717649,-142.39816700611,-50.55455384600669,-142.5912610619469,11.047367211091396,11.047367211091396,7.86962829115295,-1.09352012972732,0.8872557037145,-0.46999999999999886,-46.65038838816133,-140.41071752951862,Neutral,20,USD,5.764145954521416
SCL,Stepan Company,Buy,Buy,Neutral,64.31,USD,2.197,USD,51813,1446635935.218295,USD,29.271734182976786,25.492660078825622,2.41484,Process industries,Chemicals: specialty,NYSE,68.73008648156576,0.385,USD,29.271734182976786,25.492660078825622,,28.205830223208494,-14.617029607541943,-54.17692397765548,-54.17692397765548,0.284316893089696,3.16958906092193,0.22137596618052102,-9.25,-6.255740039419237,-1.2256380477739393,Neutral,90,USD,39.94713108381278
TXG,"10x Genomics, Inc.",Strong sell,Strong sell,Buy,11.82,USD,-1.5171,USD,1097399,1445607834.7636366,USD,,30.293144642528958,0,Health technology,Biotechnology,NASDAQ,0,0,USD,,30.293144642528958,2.3492371034148674,14.52805102180037,13.371046056663365,-13.376323791548705,-13.376323791548705,0.11633438196171401,-22.7098155690946,0.104211053463463,-2.385,-1.2836032692932424,-10.304436919431021,Buy,16.333333,USD,38.18386632825719
MXL,"MaxLinear, Inc",Strong sell,Sell,Buy,17.065,USD,-2.9345,USD,460470,1444271762.725778,USD,,-226.63624220837045,0,Electronic technology,Semiconductors,NASDAQ,0,0,USD,,-226.63624220837045,-45.226983453542644,-49.731960917498306,-25.448872667333845,-5.3179080824088745,-5.3179080824088745,0.289300635504171,-32.8878945540046,0.224385707675574,-3.6149999999999984,-47.99549377364723,-26.474037318612236,Buy,22.45,USD,31.555815997656
MD,"Pediatrix Medical Group, Inc.",Strong buy,Strong buy,Buy,16.8,USD,-3.0615,USD,985697,1442792121.3890858,USD,,-370.88125995399037,0,Health services,Medical/Nursing services,NYSE,0,0,USD,,-370.88125995399037,-10.818146568437381,-1.8476847684768476,13.195397121153176,-2.152197589951484,-3.2917304996442325,0.9333248690770689,-16.8212370801997,0.452469160880604,2.7300000000000004,-0.2506410157645893,0.8973336596843344,Buy,16,USD,-4.761904761904767
DYN,"Dyne Therapeutics, Inc.",Strong sell,Sell,Strong buy,14.125,USD,-3.562,USD,310937,1437444163.3321273,USD,,0.9014021811707096,0,Health technology,Biotechnology,NASDAQ,0,0,USD,,0.9014021811707096,2.2835684563077203,30.1315265045835,32.99832495812395,-10.06462618508677,-11.93538101817409,0.0352325878050855,-65.3650503364642,0.23094678494107299,-11.605,,,Strong buy,49.5,USD,250.4424778761062
PLAB,"Photronics, Inc.",Strong sell,Sell,Strong buy,22.6,USD,2.0945,USD,173997,1436460753.3097034,USD,10.790164717116257,3.1519330214232975,0,Electronic technology,Electronic production equipment,NASDAQ,0,0,USD,10.790164717116257,3.1519330214232975,-24.554813578185865,-6.013767171780272,-3.0395136778115504,-25.3341572083645,-25.3341572083645,0.020483305735575403,12.3223722980459,0.0200721615145001,-3.889999999999997,-2.816915618081439,-2.1299231117539223,Strong buy,35,USD,54.86725663716814
LX,LexinFintech Holdings Ltd.,Strong buy,Strong buy,Strong buy,8.96,USD,0.6215,USD,7252148,1433680650,USD,14.416733708769106,-40.837696335078526,1.39266,Finance,Finance/Rental/Leasing,NASDAQ,19.53982300884956,0,USD,14.416733708769106,-40.837696335078526,-10.871830496700241,14.739006541890651,2.6681204983635967,-41.08978755397495,-28.657735837176094,0.436998606013796,6.64741248393819,0.36420948767899197,3.0500000000000007,7.206518151910629,5.32303199784023,Strong buy,6.417044691639999,USD,-28.381197637946443
CRAI,"CRA International,Inc.",Strong buy,Strong buy,Neutral,211.455,USD,6.1751,USD,76183,1433603483.9484506,USD,34.24317015109067,24.578357004519027,0.923824,Commercial services,Miscellaneous commercial services,NASDAQ,27.206037149195968,0.42,USD,34.24317015109067,24.578357004519027,37.88342290202563,12.689771827110347,28.280636495143625,-10.841941301852764,17.01892074457343,0.8216494794951911,14.4117839103014,0.338952676590121,17.69500000000002,10.744081970695115,13.686607524076095,Neutral,210,USD,-0.6880896644676282
ADNT,Adient plc,Strong sell,Strong sell,Neutral,17.02,USD,0.0157,USD,270618,1428534398.365768,USD,1084.0764331210191,-99.30209815078237,0,Producer manufacturing,Auto parts: OEM,NYSE,0,0,USD,1084.0764331210191,-99.30209815078237,-100,-8.826479438314944,-21.755725190839694,-4.468468468468469,-5.661053385883196,1.40277037826319,-0.043122035360069,0.554022988505747,-1.9400000000000013,-5.4245897369106535,-4.508196721311475,Neutral,21.333333,USD,25.342732079905982
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Sell,Sell,Strong buy,19.69,USD,-0.1353,USD,79310,1421648782.0998988,USD,,-32.90766208251474,0,Health technology,Pharmaceuticals: major,NASDAQ,0,0,USD,,-32.90766208251474,10.334346504559273,40.163393991704424,58.169390637610974,107.09579320831222,-18.273680962665846,0.024244518381898603,-2.1055369026224,0.027173756420459497,-0.509999999999998,54.41249778892695,67.36867225486978,Strong buy,36,USD,82.8339258506856
VBTX,"Veritex Holdings, Inc.",Strong sell,Strong sell,Buy,26.08,USD,1.951,USD,110837,1420939380.0517898,USD,13.367503844182469,-1.663306451612899,3.04646,Finance,Regional banks,NASDAQ,41.00461301896463,0.2,USD,13.367503844182469,-1.663306451612899,603.125,,,-34.12963047549445,-34.12963047549445,0.144113714024817,5.94443029425044,0.125961005674731,-3.5600000000000023,2.76235037860214,-1.8918959759433036,Buy,32.25,USD,23.657975460122714
SCS,Steelcase Inc.,Strong buy,Buy,Strong buy,12.4899,USD,0.955,USD,185538,1420375551.6374998,USD,13.078429319371729,51.68360864040659,3.22581,Producer manufacturing,Office equipment/Supplies,NYSE,41.88481675392671,0.1,USD,13.078429319371729,51.68360864040659,-37.58233242929098,3.6045822634801383,5.705229793977813,-9.456740442655935,-5.369551484523058,0.642504825219815,7.4843512096092,0.415265967965197,-0.5200999999999993,-1.032610401431217,2.1853708702918113,Strong buy,16.5,USD,32.10674224773618
CDRE,"Cadre Holdings, Inc.",Strong sell,Sell,Strong buy,34.925,USD,0.8282,USD,43284,1418233944.755771,USD,42.16976575706351,-12.08067940552016,1.00648,Electronic technology,Aerospace & defense,NYSE,41.35474523062063,0.0875,USD,42.16976575706351,-12.08067940552016,-69.35483870967742,6.095820914452407,-24.041317981476805,-7.3201830519173114,49.713677629609926,0.7496378392239269,7.87900444072279,0.42683798947643803,-0.355000000000004,7.177415001017443,-12.55335134357466,Strong buy,43.4,USD,24.26628489620617
DFIN,"Donnelley Financial Solutions, Inc.",Strong sell,Sell,Strong buy,49.506,USD,3.0635,USD,281781,1416324436.4561353,USD,16.15994777215603,13.383174802916454,0,Technology services,Packaged software,NYSE,0,0,USD,16.15994777215603,13.383174802916454,-39.1743648960739,4.076620825147348,-9.414466130884042,-8.491761723700888,-8.491761723700888,0.331116716349461,16.6351606805293,0.248751076658053,-12.533999999999999,-1.9192172604114401,-11.444759206798867,Strong buy,71.333333,USD,44.090277946107534
LQDA,Liquidia Corporation,Strong buy,Strong buy,Strong buy,16.66,USD,-1.6237,USD,199488,1410046121.0677965,USD,,-82.5612772655723,0,Health technology,Pharmaceuticals: major,NASDAQ,0,0,USD,,-82.5612772655723,-21.437371663244363,-36.94424841213832,-4.9852289512555386,-85.68041532109717,-28.601751127620055,0.0243489748276299,-146.928610957388,0.0689621230018112,5.74,-14.778620953212862,20.935290918977707,Strong buy,25.333333,USD,52.060822328931565
